user,timestampUsec,time,authorbadge,text,purchaseAmount,type,video_id,Chat_No
るいん,1553433596607120,10:48,,難しいなあ,,NORMALCHAT,z4WJoMaA9ZM,514
???里美,1553433597528534,10:49,メンバー（2 か月）,一言多いのね,,NORMALCHAT,z4WJoMaA9ZM,515
きっかけ,1553433597641919,10:49,,ぐさっっ,,NORMALCHAT,z4WJoMaA9ZM,516
まいまい,1553433599960264,10:52,,立ち位置 笑,,NORMALCHAT,z4WJoMaA9ZM,517
だいめたぼ,1553433600187587,10:52,,なるほどぉ,,NORMALCHAT,z4WJoMaA9ZM,518
yohukasiさん,1553433601251977,10:53,,いるなー,,NORMALCHAT,z4WJoMaA9ZM,519
るいん,1553433602676913,10:54,,実践するの大変そう,,NORMALCHAT,z4WJoMaA9ZM,520
アリシィ,1553433605841996,10:57,,ｸﾞｻｸﾞｻ,,NORMALCHAT,z4WJoMaA9ZM,521
キュウリの友達,1553433606601703,10:58,,うわー,,NORMALCHAT,z4WJoMaA9ZM,522
ちゃこ,1553433606891541,10:58,,backhanded compliment,,NORMALCHAT,z4WJoMaA9ZM,523
だまびー,1553433607128305,10:59,,嫌味,,NORMALCHAT,z4WJoMaA9ZM,524
「SCAR-AKM-MP5」,1553433607163509,10:59,,こんばんわ 白ワイン美味しそうですね,,NORMALCHAT,z4WJoMaA9ZM,525
にらたま,1553433607320538,10:59,,いるよなぁ,,NORMALCHAT,z4WJoMaA9ZM,526
アッカンベー,1553433607716933,10:59,,誉めてやってるよ感,,NORMALCHAT,z4WJoMaA9ZM,527
dabinnti reonarudo,1553433608112361,11:00,,あーね！,,NORMALCHAT,z4WJoMaA9ZM,528
ちゃらあい,1553433610024298,11:02,,まにあたー,,NORMALCHAT,z4WJoMaA9ZM,529
*あーるぐれい,1553433610178734,11:02,,中身みないといけないんだっけ,,NORMALCHAT,z4WJoMaA9ZM,530
毛村糸し,1553433610255446,11:02,,耳かき欲しい,,NORMALCHAT,z4WJoMaA9ZM,531
*あーるぐれい,1553433614710553,11:06,,やっちゃうかも,,NORMALCHAT,z4WJoMaA9ZM,532
るいん,1553433615018885,11:07,,やるやる,,NORMALCHAT,z4WJoMaA9ZM,533
5S愛,1553433615145409,11:07,,刺さってることを自覚できる人は、素直だと思うぞ！私も今、刺さってるｗ,,NORMALCHAT,z4WJoMaA9ZM,534
しばたーはなお,1553433616479812,11:08,,ほぉー,,NORMALCHAT,z4WJoMaA9ZM,535
かおるこ,1553433617303568,11:09,,みえみえなんだよね?,,NORMALCHAT,z4WJoMaA9ZM,536
rn 4,1553433618169720,11:10,,こんばんわー,,NORMALCHAT,z4WJoMaA9ZM,537
だまびー,1553433618539891,11:10,,うちの旦那だ,,NORMALCHAT,z4WJoMaA9ZM,538
piyopi-?,1553433619129477,11:11,,褒め言葉じゃなかったんだ～(￣▽￣;),,NORMALCHAT,z4WJoMaA9ZM,539
Ling Ling,1553433619917203,11:11,,あるある,,NORMALCHAT,z4WJoMaA9ZM,540
Ani Myugen,1553433620060265,11:12,,カメラ側がとてもきになるｗ,,NORMALCHAT,z4WJoMaA9ZM,541
???里美,1553433620442004,11:12,メンバー（2 か月）,そかー,,NORMALCHAT,z4WJoMaA9ZM,542
みるみる,1553433620783039,11:12,,ワイ、誉められたって普通に嬉しいんだけど……,,NORMALCHAT,z4WJoMaA9ZM,543
一生寝てろ,1553433624692680,11:16,,みんな綺麗だよ,,NORMALCHAT,z4WJoMaA9ZM,544
まいまい,1553433626029397,11:18,,なるほどー,,NORMALCHAT,z4WJoMaA9ZM,545
ちゃらあい,1553433626288557,11:18,,ワイン飲んでる?,,NORMALCHAT,z4WJoMaA9ZM,546
あゆむ,1553433626746746,11:18,,やったことある,,NORMALCHAT,z4WJoMaA9ZM,547
ホルスの目,1553433629858507,11:21,,ポジショントーカー？,,NORMALCHAT,z4WJoMaA9ZM,548
Y N,1553433629932952,11:21,,褒めるのはあまり良くないのか,,NORMALCHAT,z4WJoMaA9ZM,549
しばたーはなお,1553433631414315,11:23,,やりますねぇ,,NORMALCHAT,z4WJoMaA9ZM,550
一生寝てろ,1553433631423121,11:23,,可愛いね,,NORMALCHAT,z4WJoMaA9ZM,551
*あーるぐれい,1553433632025860,11:24,,感謝、驚嘆,,NORMALCHAT,z4WJoMaA9ZM,552
おとなねこ,1553433632180880,11:24,,共感もいい？,,NORMALCHAT,z4WJoMaA9ZM,553
j Nippon,1553433635073351,11:27,,うんうん,,NORMALCHAT,z4WJoMaA9ZM,554
ゆう,1553433635406304,11:27,メンバー（1 か月）,下ごごろありか(*´ω｀*)・・・,,NORMALCHAT,z4WJoMaA9ZM,555
ちゃこ,1553433635450616,11:27,,無意識で下に見てるのかもね。。,,NORMALCHAT,z4WJoMaA9ZM,556
毛村糸し,1553433635777855,11:27,,感謝、共感,,NORMALCHAT,z4WJoMaA9ZM,557
六武,1553433638208180,11:30,,驚きと感謝( ?ω? ),,NORMALCHAT,z4WJoMaA9ZM,558
chikyako0131,1553433639397859,11:31,,やってる！,,NORMALCHAT,z4WJoMaA9ZM,559
yohukasiさん,1553433641040123,11:33,,猫さん今夜いないの？？,,NORMALCHAT,z4WJoMaA9ZM,560
きっかけ,1553433642165395,11:34,,なるほど～,,NORMALCHAT,z4WJoMaA9ZM,561
???里美,1553433642563850,11:34,メンバー（2 か月）,感謝！,,NORMALCHAT,z4WJoMaA9ZM,562
あき,1553433643092258,11:35,,なるほど,,NORMALCHAT,z4WJoMaA9ZM,563
5S愛,1553433644394591,11:36,,凄いねって言っちゃうーーー,,NORMALCHAT,z4WJoMaA9ZM,564
るいん,1553433644566764,11:36,,あー実践できる,,NORMALCHAT,z4WJoMaA9ZM,565
だまびー,1553433645498350,11:37,,そうだそうだ！,,NORMALCHAT,z4WJoMaA9ZM,566
mik taka,1553433646167757,11:38,,驚きと感謝??_φ(･_･めも,,NORMALCHAT,z4WJoMaA9ZM,567
ふくふく,1553433646297482,11:38,,「助かったよ、ありがとう」は嬉しい,,NORMALCHAT,z4WJoMaA9ZM,568
Ka ho,1553433646368196,11:38,,確かにw,,NORMALCHAT,z4WJoMaA9ZM,569
だいめたぼ,1553433646550596,11:38,,なるほどぉぉ,,NORMALCHAT,z4WJoMaA9ZM,570
キュウリの友達,1553433647065994,11:39,,なるほど～,,NORMALCHAT,z4WJoMaA9ZM,571
煎茶,1553433648305866,11:40,,うわー、俺もやってるわ多分,,NORMALCHAT,z4WJoMaA9ZM,572
「SCAR-AKM-MP5」,1553433650206183,11:42,,ダイゴさんいつもありがとうございます,,NORMALCHAT,z4WJoMaA9ZM,573
S S,1553433650709860,11:42,,なるほど,,NORMALCHAT,z4WJoMaA9ZM,574
15 chitan,1553433651071280,11:43,,美味しそう,,NORMALCHAT,z4WJoMaA9ZM,575
eg r,1553433651301419,11:43,,褒めるって押しつけがましく思われるんだね,,NORMALCHAT,z4WJoMaA9ZM,576
chikyako0131,1553433651566536,11:43,,ワインー！,,NORMALCHAT,z4WJoMaA9ZM,577
kenkenだ,1553433651845505,11:43,,(笑),,NORMALCHAT,z4WJoMaA9ZM,578
*あーるぐれい,1553433653612449,11:45,,可愛い顔拝ませてもらってありがとう！とか？,,NORMALCHAT,z4WJoMaA9ZM,579
かおるこ,1553433654288331,11:46,,助かった…これは、いいかも?,,NORMALCHAT,z4WJoMaA9ZM,580
ぽてしゅ,1553433654628367,11:46,,子どもに対してやりがちなことですね,,NORMALCHAT,z4WJoMaA9ZM,581
ぼんぼん,1553433655255140,11:47,,確かにそっちの方が気持ちがいい,,NORMALCHAT,z4WJoMaA9ZM,582
りゅう,1553433655371236,11:47,,感謝か,,NORMALCHAT,z4WJoMaA9ZM,583
c satomi,1553433656372007,11:48,,立場の違いだ?,,NORMALCHAT,z4WJoMaA9ZM,584
ゆう,1553433657376376,11:49,メンバー（1 か月）,感謝,,NORMALCHAT,z4WJoMaA9ZM,585
雄雄,1553433657540760,11:49,,会社にいる。,,NORMALCHAT,z4WJoMaA9ZM,586
S S,1553433657616042,11:49,,感嘆と感謝,,NORMALCHAT,z4WJoMaA9ZM,587
だまびー,1553433657944840,11:49,,うちの旦那だ！,,NORMALCHAT,z4WJoMaA9ZM,588
5S愛,1553433657996674,11:49,,凄いって言葉を何かに言い換えなければーー,,NORMALCHAT,z4WJoMaA9ZM,589
mみゆみゆ,1553433658472826,11:50,,お礼大事なんですね,,NORMALCHAT,z4WJoMaA9ZM,590
煎茶,1553433658927274,11:50,,説得力すご,,NORMALCHAT,z4WJoMaA9ZM,591
六武,1553433660139349,11:52,,ﾒﾓﾒﾓﾒﾓ_φ(._.φ(ﾟ-ﾟ;φ(._.φ(ﾟ-ﾟ;φ(._.φ(ﾟ-ﾟ;)ｶｷｶｷｶｷ,,NORMALCHAT,z4WJoMaA9ZM,592
Cotoson,1553433660205517,11:52,,やなやつにわざとやってた,,NORMALCHAT,z4WJoMaA9ZM,593
ともゆう,1553433662072148,11:54,,褒めて好かれようとる人はセコイ,,NORMALCHAT,z4WJoMaA9ZM,594
KS53-Player本物,1553433667017685,11:59,,はんぶるぶらっきんぐ,,NORMALCHAT,z4WJoMaA9ZM,595
Naoto,1553433667271937,11:59,,自分は毎日感謝の正拳突き一万回しています,,NORMALCHAT,z4WJoMaA9ZM,596
アツシ,1553433668312735,12:00,,嫌味がなくていいですね,,NORMALCHAT,z4WJoMaA9ZM,597
BunimimiBunnyバニみみバニー,1553433669642059,12:01,メンバー（1 か月）,気を付けます,,NORMALCHAT,z4WJoMaA9ZM,598
Ka ho,1553433669689220,12:01,,言われてみれば,,NORMALCHAT,z4WJoMaA9ZM,599
*あーるぐれい,1553433672199622,12:04,,自慢か,,NORMALCHAT,z4WJoMaA9ZM,600
piyopi-?,1553433672927993,12:05,,日本人は褒められるの苦手だからかな…,,NORMALCHAT,z4WJoMaA9ZM,601
???里美,1553433673167901,12:05,メンバー（2 か月）,自慢,,NORMALCHAT,z4WJoMaA9ZM,602
ちゃらあい,1553433673439216,12:05,,白ワインもおいしそう。,,NORMALCHAT,z4WJoMaA9ZM,603
だいめたぼ,1553433674422442,12:06,,ハンブルブラッキング,,NORMALCHAT,z4WJoMaA9ZM,604
花王バブ,1553433675680141,12:07,,ミサワ,,NORMALCHAT,z4WJoMaA9ZM,605
かおるこ,1553433675858885,12:07,,は…ぶ…る？,,NORMALCHAT,z4WJoMaA9ZM,606
相田隼佑,1553433676287916,12:08,,いるわ～,,NORMALCHAT,z4WJoMaA9ZM,607
*あーるぐれい,1553433682056751,12:14,,ww,,NORMALCHAT,z4WJoMaA9ZM,608
Eine keine,1553433682814380,12:14,,名前全部かっこいい,,NORMALCHAT,z4WJoMaA9ZM,609
一生寝てろ,1553433683881253,12:15,,1倍速で聞くと声高く聞こえる,,NORMALCHAT,z4WJoMaA9ZM,610
mik taka,1553433686325910,12:18,,あるあるある！,,NORMALCHAT,z4WJoMaA9ZM,611
ふくふく,1553433688659379,12:20,,ハンブルブラッキング…謙遜を装った自慢,,NORMALCHAT,z4WJoMaA9ZM,612
yuri takano,1553433689375373,12:21,,いるーーーー,,NORMALCHAT,z4WJoMaA9ZM,613
熊谷,1553433689486204,12:21,,w,,NORMALCHAT,z4WJoMaA9ZM,614
ねてまて,1553433689959800,12:22,,自虐風自慢？？,,NORMALCHAT,z4WJoMaA9ZM,615
キリ,1553433691188828,12:23,,唐突,,NORMALCHAT,z4WJoMaA9ZM,616
ゆう,1553433692844767,12:24,メンバー（1 か月）,自慢、謙遜を装う,,NORMALCHAT,z4WJoMaA9ZM,617
???里美,1553433693645717,12:25,メンバー（2 か月）,一人芝居ww,,NORMALCHAT,z4WJoMaA9ZM,618
Atアスタチン,1553433694022966,12:25,,日本人がよくやるやつじゃん,,NORMALCHAT,z4WJoMaA9ZM,619
だまびー,1553433694493723,12:26,,いるいる！,,NORMALCHAT,z4WJoMaA9ZM,620
にらたま,1553433695401145,12:27,,こういうの自分やってないか気になるよな,,NORMALCHAT,z4WJoMaA9ZM,621
"lala ,猫好きの犬派",1553433696402855,12:28,,こんなこと気にしてたら言いたいことも言えなくなりそ,,NORMALCHAT,z4WJoMaA9ZM,622
man hori,1553433696528643,12:28,,自慢話,,NORMALCHAT,z4WJoMaA9ZM,623
安達,1553433696782742,12:28,,あるある！！,,NORMALCHAT,z4WJoMaA9ZM,624
アフリカ大陸,1553433698151455,12:30,,いる,,NORMALCHAT,z4WJoMaA9ZM,625
ゆう,1553433698241838,12:30,メンバー（1 か月）,いる(*´ω｀*),,NORMALCHAT,z4WJoMaA9ZM,626
キリ,1553433698481261,12:30,,は,,NORMALCHAT,z4WJoMaA9ZM,627
相田隼佑,1553433699232149,12:31,,やめて～,,NORMALCHAT,z4WJoMaA9ZM,628
まいまい,1553433699285860,12:31,,やってるやーん！,,NORMALCHAT,z4WJoMaA9ZM,629
Eine keine,1553433699628108,12:31,,超わかるー！！！！,,NORMALCHAT,z4WJoMaA9ZM,630
キュウリの友達,1553433699895868,12:31,,学生あるある,,NORMALCHAT,z4WJoMaA9ZM,631
5S愛,1553433700125014,12:32,,くぅーーーーｗ,,NORMALCHAT,z4WJoMaA9ZM,632
BunimimiBunnyバニみみバニー,1553433700502292,12:32,メンバー（1 か月）,いるーーーｗｗ,,NORMALCHAT,z4WJoMaA9ZM,633
ぼんぼん,1553433700955208,12:32,,Fate笑笑,,NORMALCHAT,z4WJoMaA9ZM,634
j Nippon,1553433702969163,12:35,,笑うｗｗ,,NORMALCHAT,z4WJoMaA9ZM,635
ラティクチ,1553433703591043,12:35,,使うなそれ、ばつくるはんどgjtgj....,,NORMALCHAT,z4WJoMaA9ZM,636
ポジティブシンキング,1553433703849840,12:35,,わかりすぎてつらい,,NORMALCHAT,z4WJoMaA9ZM,637
しーやん。,1553433703943165,12:36,,学生あるある,,NORMALCHAT,z4WJoMaA9ZM,638
Ka ho,1553433704100056,12:36,,あるあるw,,NORMALCHAT,z4WJoMaA9ZM,639
みそぼん,1553433704921478,12:37,,いるーーー超いる,,NORMALCHAT,z4WJoMaA9ZM,640
るいん,1553433705078506,12:37,,fateはおもしろい,,NORMALCHAT,z4WJoMaA9ZM,641
あき,1553433706922978,12:39,,いるいる,,NORMALCHAT,z4WJoMaA9ZM,642
ヤンデレ,1553433708089409,12:40,,あるある,,NORMALCHAT,z4WJoMaA9ZM,643
KS53-Player本物,1553433708331710,12:40,,テスト前にめっちゃ見るやつｗ,,NORMALCHAT,z4WJoMaA9ZM,644
姓名,1553433709230979,12:41,,fateで笑ったw,,NORMALCHAT,z4WJoMaA9ZM,645
ガマトト,1553433710209447,12:42,,テストあるあるww,,NORMALCHAT,z4WJoMaA9ZM,646
にらたま,1553433710779169,12:42,,めっちゃいる！！！,,NORMALCHAT,z4WJoMaA9ZM,647
しずく,1553433710986733,12:43,,いるいる,,NORMALCHAT,z4WJoMaA9ZM,648
筋トレかじり中,1553433711276658,12:43,,ハンブルブラッキング,,NORMALCHAT,z4WJoMaA9ZM,649
一生寝てろ,1553433712383911,12:44,,うふふ,,NORMALCHAT,z4WJoMaA9ZM,650
Eine keine,1553433714247516,12:46,,高校で超いる,,NORMALCHAT,z4WJoMaA9ZM,651
kotoあさみ,1553433717758244,12:49,,演技うまい！,,NORMALCHAT,z4WJoMaA9ZM,652
タカシ,1553433718410347,12:50,,女子会,,NORMALCHAT,z4WJoMaA9ZM,653
きっかけ,1553433719993916,12:52,,ふっ,,NORMALCHAT,z4WJoMaA9ZM,654
ちゃらあい,1553433720005312,12:52,,いたなー笑,,NORMALCHAT,z4WJoMaA9ZM,655
「SCAR-AKM-MP5」,1553433721819222,12:53,,グラスにあたって ワインこぼしそうで怖い,,NORMALCHAT,z4WJoMaA9ZM,656
ちゃんちー,1553433721829808,12:53,,あるある,,NORMALCHAT,z4WJoMaA9ZM,657
Naoto,1553433722131520,12:54,,むしろ逆なんだが、、、,,NORMALCHAT,z4WJoMaA9ZM,658
mik taka,1553433722442455,12:54,,いるいるいる～,,NORMALCHAT,z4WJoMaA9ZM,659
???里美,1553433722552719,12:54,メンバー（2 か月）,いるいる( ﾉ^ω^)ﾉ,,NORMALCHAT,z4WJoMaA9ZM,660
BunimimiBunnyバニみみバニー,1553433723142662,12:55,メンバー（1 か月）,いるーーーいるｗｗ,,NORMALCHAT,z4WJoMaA9ZM,661
machi,1553433723202888,12:55,,はは,,NORMALCHAT,z4WJoMaA9ZM,662
風間えれな,1553433723720080,12:55,,あるある,,NORMALCHAT,z4WJoMaA9ZM,663
ふくふく,1553433724906270,12:57,,全然だめー、かーらーのー(笑),,NORMALCHAT,z4WJoMaA9ZM,664
かおるこ,1553433725371320,12:57,,あ～いるわ?,,NORMALCHAT,z4WJoMaA9ZM,665
*あーるぐれい,1553433725754731,12:57,,テスト後→お前！ハンブルブラッキングしただろ！,,NORMALCHAT,z4WJoMaA9ZM,666
みそぼん,1553433727043306,12:59,,いすぎてウケる?,,NORMALCHAT,z4WJoMaA9ZM,667
5S愛,1553433727506910,12:59,,何もしてないのに腹筋われてきちゃうｗｗ,,NORMALCHAT,z4WJoMaA9ZM,668
みみ,1553433728271034,13:00,,ww,,NORMALCHAT,z4WJoMaA9ZM,669
だまびー,1553433730340004,13:02,,女子にありがち？,,NORMALCHAT,z4WJoMaA9ZM,670
KS53-Player本物,1553433730395662,13:02,,おもしろいｗ,,NORMALCHAT,z4WJoMaA9ZM,671
Y N,1553433730954129,13:03,,あるある,,NORMALCHAT,z4WJoMaA9ZM,672
ゴリハム,1553433731309297,13:03,,うざいですね,,NORMALCHAT,z4WJoMaA9ZM,673
k k,1553433731429026,13:03,,何もしてないのに腹筋バッキバキｗ,,NORMALCHAT,z4WJoMaA9ZM,674
Badger里花,1553433732008720,13:04,,ふふふ,,NORMALCHAT,z4WJoMaA9ZM,675
東方常秀に似るもの,1553433737070991,13:09,,バンバンでてきてる,,NORMALCHAT,z4WJoMaA9ZM,676
福茶,1553433737811814,13:09,,おもしろすぎる,,NORMALCHAT,z4WJoMaA9ZM,677
15 chitan,1553433739752297,13:11,,自分だわ,,NORMALCHAT,z4WJoMaA9ZM,678
piyopi-?,1553433740515824,13:12,,わーそれｲﾙﾖ(´Д｀)ﾉ゛,,NORMALCHAT,z4WJoMaA9ZM,679
yuri takano,1553433740572674,13:12,,"(-""""-;)いるすぎる",,NORMALCHAT,z4WJoMaA9ZM,680
ともゆう,1553433741591559,13:13,,いるいる40年前いるから,,NORMALCHAT,z4WJoMaA9ZM,681
Machiko,1553433742418485,13:14,,めっちゃふっきんわれてきたぁ,,NORMALCHAT,z4WJoMaA9ZM,682
mみゆみゆ,1553433742607192,13:14,,ヤバイ人ですね～,,NORMALCHAT,z4WJoMaA9ZM,683
ともちん,1553433742939913,13:14,,そういうやつしか居ないゾw,,NORMALCHAT,z4WJoMaA9ZM,684
だまびー,1553433743381696,13:15,,女子ー！,,NORMALCHAT,z4WJoMaA9ZM,685
福田子,1553433743743537,13:15,,いつも 学んでます！?DAIGOさん?,,NORMALCHAT,z4WJoMaA9ZM,686
ヘイガニ,1553433744217845,13:16,,おれやん,,NORMALCHAT,z4WJoMaA9ZM,687
あんこ,1553433744571662,13:16,,ないわーw,,NORMALCHAT,z4WJoMaA9ZM,688
47昭和,1553433746940455,13:19,,どうやって文献探してんの？,,NORMALCHAT,z4WJoMaA9ZM,689
だいめたぼ,1553433748860797,13:21,,謙遜を装った自慢ハンブルブラッキング,,NORMALCHAT,z4WJoMaA9ZM,690
かおるこ,1553433748950016,13:21,,うざいわ?,,NORMALCHAT,z4WJoMaA9ZM,691
"I K,",1553433751176752,13:23,,楽しそうに話すなぁw,,NORMALCHAT,z4WJoMaA9ZM,692
ヘイガニ,1553433751378222,13:23,,それおれやん,,NORMALCHAT,z4WJoMaA9ZM,693
若山昭太,1553433752836947,13:24,,お酒？,,NORMALCHAT,z4WJoMaA9ZM,694
一生寝てろ,1553433753388122,13:25,,まじイケメン,,NORMALCHAT,z4WJoMaA9ZM,695
fumika sato,1553433753588120,13:25,,初めてYOUTUBEライブ見ましたー＾＾,,NORMALCHAT,z4WJoMaA9ZM,696
だまびー,1553433754856882,13:26,,なるへそ,,NORMALCHAT,z4WJoMaA9ZM,697
*あーるぐれい,1553433755569603,13:27,,ハンブルブラッキングより自慢か,,NORMALCHAT,z4WJoMaA9ZM,698
相田隼佑,1553433755736192,13:27,,たとえば？？,,NORMALCHAT,z4WJoMaA9ZM,699
???里美,1553433756764723,13:28,メンバー（2 か月）,ユーモア,,NORMALCHAT,z4WJoMaA9ZM,700
ふくふく,1553433757569865,13:29,,べつにぃ何にもしてないけどぉー、ってヤツか,,NORMALCHAT,z4WJoMaA9ZM,701
Ka ho,1553433758377720,13:30,,やってるかもw,,NORMALCHAT,z4WJoMaA9ZM,702
ながもん,1553433758837935,13:30,,そうだね,,NORMALCHAT,z4WJoMaA9ZM,703
ヘイガニ,1553433759903451,13:31,,俺のこと言ってる？,,NORMALCHAT,z4WJoMaA9ZM,704
Badger里花,1553433761090878,13:33,,ワイン,,NORMALCHAT,z4WJoMaA9ZM,705
dabinnti reonarudo,1553433762077749,13:34,,わかるー,,NORMALCHAT,z4WJoMaA9ZM,706
みれい,1553433762210444,13:34,,こんばんは～,,NORMALCHAT,z4WJoMaA9ZM,707
5S愛,1553433764411649,13:36,,今日も神回だわーーー,,NORMALCHAT,z4WJoMaA9ZM,708
まいまい,1553433764725919,13:36,,ユーモアを入れて自慢,,NORMALCHAT,z4WJoMaA9ZM,709
ラティクチ,1553433764749141,13:36,,うざいやつ,,NORMALCHAT,z4WJoMaA9ZM,710
Asher,1553433765741291,13:37,メンバー（1 か月）,な～るほど。,,NORMALCHAT,z4WJoMaA9ZM,711
BunimimiBunnyバニみみバニー,1553433767630302,13:39,メンバー（1 か月）,全然やってないーでほんとにやってないタイプだから大丈夫だ?ｗ,,NORMALCHAT,z4WJoMaA9ZM,712
Naoto,1553433768037310,13:40,,ユーモアを入れて自慢が主流ですかね,,NORMALCHAT,z4WJoMaA9ZM,713
キリ,1553433768578783,13:40,,それ僕勉強してないわーって言ってんのに高得点ウザイ,,NORMALCHAT,z4WJoMaA9ZM,714
machi,1553433769273776,13:41,,そうそう,,NORMALCHAT,z4WJoMaA9ZM,715
宮之浦,1553433773335093,13:45,,ある,,NORMALCHAT,z4WJoMaA9ZM,716
???里美,1553433773375219,13:45,メンバー（2 か月）,なるほど、素直に,,NORMALCHAT,z4WJoMaA9ZM,717
みそぼん,1553433774622602,13:46,,ダイゴさんは謙遜しないところが好き,,NORMALCHAT,z4WJoMaA9ZM,718
c satomi,1553433774911628,13:46,,謙遜とは違うんだよね(;´д｀),,NORMALCHAT,z4WJoMaA9ZM,719
j Nippon,1553433776901494,13:48,,そういう人って人に好かれたいって思って無さそうだけどな,,NORMALCHAT,z4WJoMaA9ZM,720
浅19,1553433778205103,13:50,,最高に勉強なる！,,NORMALCHAT,z4WJoMaA9ZM,721
kenkenだ,1553433778396984,13:50,,上から目線,,NORMALCHAT,z4WJoMaA9ZM,722
mik taka,1553433778943370,13:51,,ありますねー,,NORMALCHAT,z4WJoMaA9ZM,723
かおるこ,1553433781098370,13:53,,ワイドのむダイゴさん、胸キュンキュンだわ?,,NORMALCHAT,z4WJoMaA9ZM,724
一生寝てろ,1553433781937404,13:54,,金持ち,,NORMALCHAT,z4WJoMaA9ZM,725
ハムーハム太郎,1553433784252303,13:56,,久しぶりに、生ライブ見た??,,NORMALCHAT,z4WJoMaA9ZM,726
ただのよしだ,1553433784890932,13:57,,はんぶるぶらっきんぐ？,,NORMALCHAT,z4WJoMaA9ZM,727
ポジティブシンキング,1553433786147024,13:58,,よーするに下ネタの話だけしよれば丸くおさまる,,NORMALCHAT,z4WJoMaA9ZM,728
ふくふく,1553433787254667,13:59,,自分であげて、落とす、みたいな？,,NORMALCHAT,z4WJoMaA9ZM,729
「SCAR-AKM-MP5」,1553433787359652,13:59,,俺って今幸せ,,NORMALCHAT,z4WJoMaA9ZM,730
赤兎,1553433788182159,14:00,,こんばんわ。お酒配信？,,NORMALCHAT,z4WJoMaA9ZM,731
こたつdeco,1553433788613444,14:00,,高校の時一夜漬けで学年上位の時毎回言ってた,,NORMALCHAT,z4WJoMaA9ZM,732
ゆう,1553433789966687,14:01,メンバー（1 か月）,おお,,NORMALCHAT,z4WJoMaA9ZM,733
*あーるぐれい,1553433797766196,14:09,,ひねるの,,NORMALCHAT,z4WJoMaA9ZM,734
aks,1553433798010076,14:10,,コメ欄が忙しなくて、疲れます… HSPだからかな HSPについて、何か本などを読まれましたか？どう思われますか？ 専門家の動画をたくさん拝見し、診断テストを受けて、自分はHSPだと知りました。,,NORMALCHAT,z4WJoMaA9ZM,735
だまびー,1553433798915511,14:10,,ほー！,,NORMALCHAT,z4WJoMaA9ZM,736
KS53-Player本物,1553433800435587,14:12,,おお,,NORMALCHAT,z4WJoMaA9ZM,737
5S愛,1553433801020125,14:13,,どうするの！？？,,NORMALCHAT,z4WJoMaA9ZM,738
宮之浦,1553433801090205,14:13,,おお,,NORMALCHAT,z4WJoMaA9ZM,739
fumika sato,1553433801179228,14:13,,ワインが美味しそう,,NORMALCHAT,z4WJoMaA9ZM,740
5S愛,1553433803806633,14:15,,気になるーーー,,NORMALCHAT,z4WJoMaA9ZM,741
*あーるぐれい,1553433804259129,14:16,,ニコニコかなー？,,NORMALCHAT,z4WJoMaA9ZM,742
みそぼん,1553433804667506,14:16,,まさか…,,NORMALCHAT,z4WJoMaA9ZM,743
キュウリの友達,1553433806454501,14:18,,ニコニコで？,,NORMALCHAT,z4WJoMaA9ZM,744
mik taka,1553433806572157,14:18,,耳??,,NORMALCHAT,z4WJoMaA9ZM,745
man hori,1553433808197391,14:20,,昔と比べる,,NORMALCHAT,z4WJoMaA9ZM,746
???里美,1553433808740753,14:20,メンバー（2 か月）,ほー,,NORMALCHAT,z4WJoMaA9ZM,747
りゅう,1553433808806010,14:20,,ニコニコ,,NORMALCHAT,z4WJoMaA9ZM,748
にらたま,1553433808828380,14:20,,ほー,,NORMALCHAT,z4WJoMaA9ZM,749
ハムーハム太郎,1553433810477690,14:22,,お金は、自由ですね??,,NORMALCHAT,z4WJoMaA9ZM,750
あか,1553433810873090,14:22,,気にならない,,NORMALCHAT,z4WJoMaA9ZM,751
キャンディ王子,1553433811420843,14:23,,もしかしてにこにこ,,NORMALCHAT,z4WJoMaA9ZM,752
yuri takano,1553433811877665,14:23,,まさか,,NORMALCHAT,z4WJoMaA9ZM,753
「SCAR-AKM-MP5」,1553433812134990,14:24,,察し,,NORMALCHAT,z4WJoMaA9ZM,754
みそぼん,1553433812141249,14:24,,きゃー！,,NORMALCHAT,z4WJoMaA9ZM,755
キュウリの友達,1553433812850522,14:24,,はーい！,,NORMALCHAT,z4WJoMaA9ZM,756
かおるこ,1553433813187124,14:25,,ニコニコで…,,NORMALCHAT,z4WJoMaA9ZM,757
15 chitan,1553433813440912,14:25,,むっちゃ気になるー,,NORMALCHAT,z4WJoMaA9ZM,758
だまびー,1553433814103534,14:26,,えええええっ,,NORMALCHAT,z4WJoMaA9ZM,759
Eine keine,1553433815143958,14:27,,うおおお,,NORMALCHAT,z4WJoMaA9ZM,760
5S愛,1553433815782837,14:27,,ですよねーーーｗｗ,,NORMALCHAT,z4WJoMaA9ZM,761
ハル,1553433815951651,14:28,,あっ,,NORMALCHAT,z4WJoMaA9ZM,762
a b,1553433816181097,14:28,,ええええええ,,NORMALCHAT,z4WJoMaA9ZM,763
あか,1553433816252146,14:28,,気にならない,,NORMALCHAT,z4WJoMaA9ZM,764
*あーるぐれい,1553433816773589,14:28,,はーいきたよー,,NORMALCHAT,z4WJoMaA9ZM,765
みみ,1553433817536964,14:29,,だろーな,,NORMALCHAT,z4WJoMaA9ZM,766
